Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,76.250000,76.750000,73.000000,73.500000,70.197838,341095
2014-01-02,73.849998,79.400002,73.500000,78.099998,74.591164,1009343
2014-01-03,77.750000,82.349998,76.099998,79.000000,75.450722,1181559
2014-01-06,78.800003,80.000000,76.599998,76.949997,73.492805,495472
2014-01-07,77.599998,77.900002,74.349998,74.800003,71.439423,307781
2014-01-08,75.099998,75.400002,70.800003,74.650002,71.296165,657471
2014-01-09,75.000000,75.449997,71.099998,71.849998,68.621964,309796
2014-01-10,72.349998,74.150002,69.849998,70.500000,67.332603,418205
2014-01-13,71.000000,72.250000,69.900002,71.650002,68.430946,245900
2014-01-14,71.650002,76.500000,71.250000,75.650002,72.251221,684610
2014-01-15,76.150002,77.099998,73.150002,73.800003,70.484344,368871
2014-01-16,74.449997,74.449997,72.400002,73.000000,69.720299,209207
2014-01-17,73.500000,73.550003,70.300003,70.849998,67.666870,153399
2014-01-20,70.900002,72.699997,70.599998,71.800003,68.574211,212222
2014-01-21,72.050003,73.250000,71.099998,71.750000,68.526443,213799
2014-01-22,71.099998,72.599998,69.699997,70.550003,67.380363,236061
2014-01-23,70.349998,71.300003,70.099998,70.500000,67.332603,133470
2014-01-24,70.550003,70.550003,67.349998,67.599998,64.562897,183154
2014-01-27,67.000000,68.300003,64.099998,67.099998,64.085358,525910
2014-01-28,67.099998,68.949997,67.099998,67.800003,64.753906,167303
2014-01-29,68.449997,73.699997,68.400002,70.900002,67.714638,984769
2014-01-30,68.400002,75.599998,68.400002,73.849998,70.532082,749373
2014-01-31,74.000000,78.650002,73.699997,77.500000,74.018112,643981
2014-02-03,78.500000,80.400002,77.599998,79.349998,75.784996,549005
2014-02-04,78.800003,87.000000,76.650002,84.800003,80.990143,1682276
2014-02-05,85.250000,88.199997,83.400002,83.800003,80.035088,817493
2014-02-06,83.900002,85.150002,82.000000,82.550003,78.841248,545460
2014-02-07,83.400002,83.699997,78.400002,79.550003,75.976036,319803
2014-02-10,79.900002,82.099998,79.650002,81.150002,77.504128,398486
2014-02-11,80.650002,84.199997,79.449997,83.099998,79.366524,526490
2014-02-12,83.699997,85.099998,81.800003,82.949997,79.223244,1444244
2014-02-13,82.250000,82.449997,79.900002,80.199997,76.596817,165331
2014-02-14,80.150002,81.550003,78.300003,80.150002,76.549065,274247
2014-02-17,80.400002,83.250000,80.050003,82.800003,79.080002,569786
2014-02-18,83.400002,83.650002,81.800003,82.150002,78.459206,339472
2014-02-19,82.050003,83.750000,82.050003,82.699997,78.984489,289346
2014-02-20,82.699997,83.199997,82.000000,82.199997,78.506950,157300
2014-02-21,82.500000,83.400002,82.199997,82.449997,78.745728,257184
2014-02-24,82.449997,84.300003,82.300003,83.849998,80.082809,218077
2014-02-25,83.099998,86.599998,83.099998,85.599998,81.754204,430297
2014-02-26,85.949997,89.199997,84.650002,85.449997,81.610931,480062
2014-02-28,85.599998,87.099998,84.449997,85.900002,82.040718,236850
2014-03-03,85.900002,89.900002,85.800003,87.550003,83.616600,529269
2014-03-04,88.000000,88.500000,86.750000,87.349998,83.425583,380984
2014-03-05,87.349998,89.400002,86.900002,87.150002,83.234566,233606
2014-03-06,87.849998,88.400002,86.650002,87.250000,83.330070,1999125
2014-03-07,87.650002,88.000000,85.050003,86.300003,82.422752,221450
2014-03-10,86.000000,87.400002,85.400002,86.750000,82.852539,113400
2014-03-11,86.750000,88.900002,85.550003,86.000000,82.136246,231444
2014-03-12,85.500000,87.800003,84.800003,86.849998,82.948036,181673
2014-03-13,86.900002,88.000000,85.349998,86.199997,82.327248,1659748
2014-03-14,85.949997,87.000000,85.000000,86.500000,82.613754,181967
2014-03-18,86.250000,91.250000,86.250000,88.750000,84.762672,501645
2014-03-19,89.500000,90.750000,88.400002,89.800003,85.765495,483471
2014-03-20,89.099998,96.250000,89.000000,93.400002,89.203766,504080
2014-03-21,95.400002,100.650002,95.400002,96.400002,92.068993,841446
2014-03-22,null,null,null,null,null,null
2014-03-24,98.800003,101.349998,95.650002,96.199997,91.877960,577786
2014-03-25,96.599998,99.300003,96.150002,97.050003,92.689789,428834
2014-03-26,97.800003,98.449997,94.599998,95.199997,90.922897,284378
2014-03-27,96.599998,97.599998,94.000000,95.500000,91.209427,220674
2014-03-28,95.000000,96.900002,95.000000,95.699997,91.400429,190927
2014-03-31,95.699997,98.300003,95.699997,97.400002,93.024063,301088
2014-04-01,98.000000,99.199997,95.699997,96.699997,92.355507,507703
2014-04-02,97.400002,98.000000,95.500000,95.900002,91.591446,326352
2014-04-03,96.000000,96.500000,94.199997,94.800003,90.540871,115844
2014-04-04,94.800003,95.349998,91.599998,91.800003,87.675667,180926
2014-04-07,91.099998,96.900002,91.000000,95.349998,91.066147,347368
2014-04-09,96.449997,97.250000,94.000000,95.550003,91.257179,325232
2014-04-10,96.000000,97.699997,93.550003,94.250000,90.015579,249160
2014-04-11,93.949997,94.150002,92.199997,92.500000,88.344208,120421
2014-04-15,92.500000,93.250000,88.500000,89.300003,85.287979,149286
2014-04-16,89.949997,89.949997,86.000000,86.599998,82.709274,533164
2014-04-17,87.000000,89.699997,86.949997,88.849998,84.858185,272077
2014-04-21,89.000000,91.000000,88.599998,89.250000,85.240219,171254
2014-04-22,89.400002,89.800003,88.000000,88.300003,84.332893,149203
2014-04-23,87.199997,89.949997,84.000000,88.199997,84.237389,103871
2014-04-24,88.199997,88.199997,88.199997,88.199997,84.237389,0
2014-04-25,88.199997,88.349998,86.900002,87.199997,83.282310,122403
2014-04-28,87.199997,87.550003,86.500000,86.949997,83.043541,419823
2014-04-29,88.000000,94.750000,88.000000,92.250000,88.105446,2266548
2014-04-30,94.400002,97.800003,93.199997,95.250000,90.970642,991167
2014-05-02,95.900002,102.500000,95.900002,101.050003,97.276031,1321963
2014-05-05,102.550003,103.400002,99.699997,100.199997,96.457756,624334
2014-05-06,100.900002,104.800003,99.000000,104.250000,100.356514,993626
2014-05-07,104.000000,104.750000,99.699997,100.750000,96.987221,350280
2014-05-08,100.800003,108.400002,100.800003,105.199997,101.271027,976441
2014-05-09,104.400002,112.400002,104.400002,111.349998,107.191353,974822
2014-05-12,112.099998,123.650002,112.099998,121.449997,116.914139,1364718
2014-05-13,122.000000,123.000000,116.750000,117.699997,113.304176,618804
2014-05-14,118.599998,118.650002,113.550003,115.400002,111.090096,277394
2014-05-15,115.449997,121.250000,115.449997,118.449997,114.026176,478611
2014-05-16,120.900002,123.000000,111.449997,116.000000,111.667671,496454
2014-05-19,117.400002,123.800003,117.400002,121.849998,117.299194,327113
2014-05-20,122.800003,123.599998,118.349998,119.400002,114.940712,219909
2014-05-21,120.000000,122.349998,118.000000,119.300003,114.844437,236024
2014-05-22,120.000000,129.649994,120.000000,128.399994,123.604568,686846
2014-05-23,130.000000,137.699997,129.899994,132.550003,127.599579,460523
2014-05-26,133.550003,133.899994,115.250000,124.300003,119.657700,417400
2014-05-27,125.199997,130.000000,120.500000,129.050003,124.230293,319817
2014-05-28,130.250000,137.750000,130.250000,136.449997,131.353897,471112
2014-05-29,137.000000,139.800003,134.000000,135.850006,130.776352,455328
2014-05-30,136.000000,136.000000,129.000000,130.100006,125.241074,184035
2014-06-02,131.350006,134.500000,124.000000,129.850006,125.000412,985925
2014-06-03,131.250000,133.899994,130.300003,131.100006,126.203720,506949
2014-06-04,131.100006,135.000000,131.100006,133.199997,128.225311,329180
2014-06-05,133.500000,134.399994,130.000000,130.750000,125.866791,214370
2014-06-06,132.000000,133.699997,130.000000,130.350006,125.481750,149329
2014-06-09,131.000000,133.250000,130.199997,131.350006,126.444397,252124
2014-06-10,131.500000,133.399994,129.250000,130.399994,125.529861,216472
2014-06-11,131.000000,135.300003,130.000000,132.199997,127.262642,234681
2014-06-12,133.149994,133.449997,130.000000,130.500000,125.626137,89118
2014-06-13,130.500000,137.100006,125.900002,129.699997,124.856010,494601
2014-06-16,130.500000,132.800003,127.050003,130.399994,125.529861,125302
2014-06-17,131.000000,136.000000,129.750000,135.100006,130.054337,396184
2014-06-18,138.000000,147.600006,138.000000,142.250000,136.937317,1214034
2014-06-19,144.100006,148.000000,143.199997,144.399994,139.006989,306456
2014-06-20,145.500000,150.300003,142.600006,143.699997,138.333160,472490
2014-06-23,144.500000,145.399994,141.399994,142.000000,136.696609,225462
2014-06-24,143.100006,145.300003,140.699997,141.699997,136.407822,169642
2014-06-25,142.699997,148.399994,141.399994,145.850006,140.402863,337283
2014-06-26,148.100006,150.899994,146.550003,147.500000,141.991226,552811
2014-06-27,148.000000,164.100006,147.300003,160.800003,154.794510,1257188
2014-06-30,161.850006,168.250000,161.100006,162.550003,156.479156,676545
2014-07-01,163.000000,164.949997,161.699997,163.500000,157.393646,344794
2014-07-02,165.050003,171.000000,165.050003,167.500000,161.244263,673122
2014-07-03,170.399994,174.500000,170.399994,171.250000,164.854218,237413
2014-07-04,172.449997,172.600006,167.100006,171.050003,164.661697,354344
